醫事機構代碼,機構服務項目代碼
3731043505,Y
3731043514,A
3731043514,P
3731043541,A
3731043541,P
3731043541,Y
3731043550,A
3731043550,P
3731043550,Y
3731043603,A
3731043603,P
3731043603,Y
3731043612,A
3731043612,P
3731043612,Y
3731043621,A
3731043621,P
3731043621,Y
3731043630,A
3731043630,P
3731043658,A
3731043658,P
3731043658,Y
3731043676,A
3731043676,P
3731043685,A
3731043685,Y
3731043694,A
3731043694,P
3731043694,Y
3731043710,A
3731043710,P
3731043710,Y
3731043729,A
3731043729,P
3731043729,Y
3731043738,A
3731043738,P
3731043738,Y
3731043765,A
3731043765,P
3731043783,A
3731043783,P
3731043783,Y
3731043792,A
3731043792,P
3731043792,Y
3731043809,A
3731043809,P
3731043809,Y
3731043836,A
3731043836,P
3731043836,Y
3731043845,A
3731043845,P
3731043845,Y
3731043854,A
3731043854,P
3731043854,Y
3731043863,A
3731043863,P
3731043863,Y
3731043872,A
3731043872,P
3731043872,Y
3731043881,A
3731043881,P
3731043881,Y
3731043907,A
3731043907,P
3731043907,Y
3731043916,A
3731043916,P
3731043916,Y
3731050028,A
3731050028,P
3731050073,A
3731050073,P
3731050108,A
3731050108,P
3731050180,A
3731050180,P
3731050206,A
3731050206,P
3731050233,A
3731050233,P
3731050242,A
3731050242,P
3731050297,A
3731050297,P
3731050297,Y
3731050340,A
3731050340,P
3731050359,A
3731050359,P
3731050386,A
3731050386,P
3731050395,A
3731050395,P
3731050395,Y
3731050411,A
3731050411,P
3731050439,A
3731050439,P
3731050457,A
3731050457,P
3731050457,Y
3731050475,A
3731050475,P
3731050493,A
3731050493,P
3731050626,A
3731050626,P
3731050626,Y
3731050653,A
3731050653,P
3731050653,Y
3731050662,A
3731050662,P
3731050680,A
3731050680,P
3731050699,A
3731050699,P
3731050715,A
3731050715,P
3731050715,Y
3731050797,A
3731050797,P
3731050804,A
3731050804,P
3731050813,A
3731050813,P
3731050813,Y
3731050831,A
3731050831,P
3731050840,A
3731050840,P
3731050868,A
3731050868,P
3731050886,A
3731050886,P
3731050895,A
3731050895,P
3731050911,A
3731050911,P
3731050948,A
3731050948,P
3731051945,A
3731051945,P
3731051990,A
3731051990,P
3731052013,A
3731052013,P
3731052095,A
3731052095,P
3731052095,Y
3731052102,A
3731052102,P
3731052139,A
3731052148,A
3731052148,P
3731052148,Y
3731052157,A
3731052157,P
3731052237,A
3731052237,P
3731052264,A
3731052264,P
3731052264,Y
3731052273,A
3731052273,P
3731052291,A
3731052291,P
3731052291,Y
3731052308,A
3731052308,P
3731052344,A
3731052344,P
3731052344,Y
3731052362,A
3731052362,P
3731052362,Y
3731052371,A
3731052371,P
3731052371,Y
3731052399,A
3731052399,P
3731052399,Y
3731052406,A
3731052406,P
3731052415,A
3731052415,P
3731052424,A
3731052424,P
3731052442,A
3731052442,P
3731052442,Y
3731052479,A
3731052479,P
3731052479,Y
3731052497,A
3731052497,P
3731052497,Y
3731052577,A
3731052577,P
3731052577,Y
3731052586,A
3731052586,P
3731052602,A
3731052602,P
3731052602,Y
3731052639,A
3731052639,P
3731052648,A
3731052648,P
3731052666,A
3731052666,P
3731052675,A
3731052675,P
3731052693,A
3731052693,P
3731052700,A
3731052700,P
3731052737,A
3731052746,A
3731052746,P
3731052764,A
3731052764,P
3731052773,A
3731052773,P
3731052773,Y
3731052782,A
3731052782,P
3731052782,Y
3731052817,A
3731052817,P
3731052817,Y
3731052826,A
3731052826,P
3731052826,Y
3731052835,A
3731052835,P
3731052835,Y
3731052853,A
3731052853,P
3731052853,Y
3731052862,A
3731052862,P
3731052862,Y
3731052871,A
3731052871,P
3731052871,Y
3731052880,A
3731052880,P
3731052880,Y
3731052899,A
3731052899,P
3731052899,Y
3731052906,A
3731052906,P
3731052906,Y
3731052924,A
3731052924,P
3731052924,Y
3731052933,A
3731052933,P
3731052933,Y
3731052951,A
3731052951,P
3731052951,Y
3731052960,A
3731052960,P
3731052960,Y
3731052979,A
3731052979,P
3731052979,Y
3731052988,A
3731052988,P
3731052997,A
3731052997,P
3731052997,Y
3731053001,A
3731053001,P
3731053001,Y
3731053010,A
3731053010,P
3731053010,Y
3731053038,A
3731053038,P
3731053038,Y
3731053047,A
3731053047,P
3731053047,Y
3731053056,A
3731053056,P
3731053056,Y
3731053065,A
3731053065,P
3731053065,Y
3731053074,A
3731053074,P
3731053074,Y
3731053083,A
3731053083,P
3731053092,A
3731053092,P
3731053092,Y
3731053109,A
3731053109,P
3731053109,Y
3731060015,A
3731060015,P
3731060097,A
3731060097,P
3731060122,A
3731060122,P
3731060122,Y
3731060177,A
3731060177,P
3731060186,A
3731060186,P
3731060195,A
3731060195,P
3731060202,A
3731060202,P
3731060220,A
3731060220,P
3731060220,Y
3731060257,A
3731060257,P
3731060284,A
3731060284,P
3731060284,Y
3731060319,A
3731060319,P
3731060319,Y
3731060337,A
3731060337,P
3731060337,Y
3731060355,A
3731060355,P
3731060355,Y
3731060373,A
3731060373,P
3731060373,Y
3731060435,A
3731060435,P
3731060435,Y
3731060444,A
3731060444,P
3731060499,A
3731060499,P
3731060533,A
3731060533,P
3731060597,A
3731060597,P
3731060604,A
3731060604,P
3731060677,A
3731060677,P
3731060686,A
3731060686,P
3731060702,A
3731060702,P
3731060711,A
3731060711,P
3731060766,A
3731060766,P
3731060766,Y
3731060828,A
3731060828,P
3731060873,A
3731060873,P
3731060882,A
3731060882,P
3731060891,A
3731060891,P
3731060908,A
3731060908,P
3731060917,A
3731060917,P
3731060999,A
3731060999,P
3731061030,A
3731061030,P
3731061067,A
3731061067,P
3731061094,A
3731061094,P
3731061110,A
3731061110,P
3731061110,Y
3731061129,A
3731061129,P
3731061147,A
3731061147,P
3731061174,A
3731061174,P
3731061183,A
3731061183,P
3731061183,Y
3731061254,A
3731061254,P
3731061325,A
3731061325,P
3731061334,A
3731061334,P
3731061398,A
3731061398,P
3731061398,Y
3731062420,A
3731062420,P
3731062475,A
3731062475,P
3731062500,A
3731062500,P
3731062500,Y
3731062519,A
3731062519,P
3731062528,A
3731062528,P
3731062537,A
3731062537,P
3731062537,Y
3731062546,A
3731062546,P
3731062582,A
3731062582,P
3731062582,Y
3731062608,A
3731062608,P
3731062626,A
3731062626,P
3731062626,Y
3731062635,A
3731062635,P
3731062699,A
3731062699,P
3731062706,A
3731062706,P
3731062715,A
3731062715,P
3731062715,Y
3731062742,A
3731062742,P
3731062760,A
3731062760,P
3731062788,A
3731062788,P
3731062788,Y
3731062822,A
3731062822,P
3731062831,A
3731062831,P
3731062886,A
3731062886,P
3731062911,A
3731062911,P
3731062911,Y
3731062957,A
3731062957,P
3731062957,Y
3731062966,A
3731062966,P
3731062966,Y
3731062984,A
3731062984,P
3731062984,Y
3731063016,Y
3731063025,A
3731063025,P
3731063052,A
3731063052,P
3731063089,A
3731063089,P
3731063105,A
3731063105,P
3731063123,A
3731063123,P
3731063141,A
3731063169,A
3731063169,P
3731063178,A
3731063178,Y
3731063196,A
3731063196,P
3731063203,A
3731063203,P
3731063203,Y
3731063249,A
3731063249,P
3731063276,A
3731063276,P
3731063285,A
3731063285,P
3731063285,Y
3731063294,A
3731063294,P
3731063310,A
3731063310,P
3731063329,A
3731063329,P
3731063329,Y
3731063338,A
3731063338,P
3731063338,Y
3731063356,A
3731063356,P
3731063356,Y
3731063365,A
3731063365,P
3731063365,Y
3731063383,A
3731063383,P
3731063392,A
3731063392,P
3731063392,Y
3731063418,A
3731063418,P
3731063418,Y
3731063427,A
3731063427,P
3731063445,A
3731063445,P
3731063445,Y
3731063454,A
3731063454,P
3731063454,Y
3731063472,A
3731063472,P
3731063472,Y
3731063525,A
3731063525,P
3731063525,Y
3731063561,A
3731063561,P
3731063561,Y
3731063570,A
3731063570,P
3731063570,Y
3731063589,A
3731063589,P
3731063589,Y
3731063598,A
3731063598,P
3731063598,Y
3731063605,A
3731063605,P
3731063605,Y
3731063614,A
3731063614,P
3731063614,Y
3731063623,A
3731063623,P
3731063623,Y
3731063641,A
3731063641,P
3731063641,Y
3731063650,A
3731063650,P
3731063650,Y
3731063669,A
3731063669,P
3731063669,Y
3731063687,A
3731063687,P
3731063687,Y
3731063696,A
3731063696,P
3731063696,Y
3731063703,A
3731063703,P
3731063703,Y
3731063712,A
3731063712,P
3731063730,A
3731063730,P
3731063749,A
3731063749,P
3731063749,Y
3731063758,A
3731063758,P
3731063767,A
3731063767,P
3731063767,Y
3731063776,A
3731063776,P
3731063776,Y
3731063785,A
3731063785,P
3731063785,Y
3731063794,A
3731063794,P
3731063794,Y
3731063810,A
3731063810,P
3731063810,Y
3731063838,A
3731063838,P
3731063838,Y
3731063847,A
3731063847,P
3731063847,Y
3731063856,A
3731063856,P
3731063856,Y
3731063865,A
3731063865,P
3731063865,Y
3731063874,A
3731063874,P
3731063874,Y
3731070039,A
3731070039,P
3731070084,A
3731070084,P
3731070100,A
3731070100,P
3731070119,A
3731070119,P
3731070182,A
3731070182,P
3731070182,Y
3731070191,A
3731070191,P
3731070208,A
3731070208,P
3731070208,Y
3731070271,A
3731070271,P
3731070271,Y
3731070299,A
3731070299,P
3731070299,Y
3731070315,A
3731070315,P
3731070379,A
3731070379,P
3731070388,A
3731070388,P
3731070388,Y
3731070431,A
3731070431,P
3731070468,A
3731070468,P
3731070486,A
3731070486,P
3731071492,A
3731071492,P
3731071492,Y
3731071518,A
3731071518,P
3731071554,A
3731071554,P
3731071554,Y
3731071563,A
3731071563,P
3731071563,Y
3731071581,A
3731071581,P
3731071581,Y
3731071616,A
3731071616,P
3731071616,Y
3731071625,A
3731071625,P
3731071643,A
3731071643,P
3731071643,Y
3731071652,A
3731071652,P
3731071661,A
3731071661,P
3731071670,A
3731071670,P
3731071670,Y
3731071714,A
3731071714,P
3731071714,Y
3731071769,A
3731071769,P
3731071769,Y
3731071778,A
3731071778,P
3731071778,Y
3731071787,A
3731071787,P
3731071787,Y
3731071796,A
3731071796,P
3731071796,Y
3731071812,A
3731071812,P
3731071812,Y
3731071821,A
3731071821,P
3731071821,Y
3731071830,A
3731071830,P
3731071830,Y
3731071867,A
3731071867,P
3731071867,Y
3731071876,A
3731071876,P
3731071885,A
3731071885,P
3731071885,Y
3731071894,A
3731071894,P
3731071894,Y
3731071901,A
3731071901,P
3731071901,Y
3731071910,A
3731071910,P
3731071910,Y
3731071929,A
3731071929,P
3731071929,Y
3731080017,A
3731080017,P
3731080026,A
3731080026,P
3731080071,A
3731080071,P
3731080071,Y
3731080106,A
3731080106,P
3731080160,A
3731080160,P
3731080160,Y
3731080188,A
3731080188,P
3731080188,Y
3731080197,A
3731080197,P
3731080197,Y
3731081247,A
3731081247,P
3731081256,A
3731081256,P
3731081256,Y
3731081283,A
3731081283,P
3731081283,Y
3731081327,A
3731081327,P
3731081327,Y
3731081354,A
3731081354,P
3731081354,Y
3731081372,A
3731081372,P
3731081372,Y
3731081390,A
3731081390,P
3731081390,Y
3731081416,A
3731081416,P
3731081416,Y
3731081425,A
3731081425,P
3731081425,Y
3731090022,A
3731090022,P
3731090022,Y
3731090040,A
3731090040,P
3731090040,Y
3731090077,A
3731090077,P
3731090086,A
3731090086,P
3731090102,A
3731090102,P
3731090120,A
3731090120,P
3731090148,A
3731090148,P
3731091190,A
3731091190,P
3731091190,Y
3731091225,A
3731091225,P
3731091234,A
3731091234,P
3731091243,A
3731091243,P
3731091252,A
3731091252,P
3731091252,Y
3731091289,A
3731091289,P
3731091298,A
3731091298,P
3731091298,Y
3731091305,A
3731091305,P
3731091305,Y
3731091323,A
3731091323,P
3731091323,Y
3731091341,A
3731091341,P
3731091341,Y
3731091350,A
3731091350,P
3731091387,A
3731091387,P
3731091387,Y
3731091396,A
3731091396,P
3731091396,Y
3731091403,A
3731091403,P
3731091403,Y
3731091412,A
3731091412,P
3731091412,Y
3731091421,A
3731091421,P
3731091430,A
3731091430,P
3731091430,Y
3731091449,A
3731091449,P
3731091449,Y
3731091458,A
3731091458,P
3731091458,Y
3731100087,A
3731100087,P
3731100087,Y
3731100096,A
3731100096,P
3731100096,Y
3731100103,A
3731100103,P
3731100149,A
3731100149,P
3731100167,A
3731100167,P
3731100176,A
3731100176,P
3731100176,Y
3731100210,A
3731100210,P
3731100229,A
3731100229,P
3731100238,A
3731100238,P
3731100247,A
3731100247,P
3731100256,A
3731100256,P
3731100256,Y
3731100336,A
3731100336,P
3731100345,A
3731100345,P
3731100381,A
3731100381,P
3731100381,Y
3731100390,A
3731100390,P
3731100443,A
3731100443,P
3731101477,A
3731101477,P
3731101495,A
3731101495,P
3731101502,A
3731101502,P
3731101502,Y
3731101511,A
3731101511,P
3731101520,A
3731101520,P
3731101520,Y
3731101539,A
3731101539,P
3731101575,A
3731101575,P
3731101575,Y
3731101619,A
3731101619,P
3731101628,A
3731101628,P
3731101646,A
3731101646,P
3731101655,A
3731101655,P
3731101664,A
3731101664,P
3731101664,Y
3731101673,A
3731101673,P
3731101682,A
3731101682,P
3731101682,Y
3731101726,A
3731101726,P
3731101726,Y
3731101735,A
3731101735,P
3731101744,A
3731101744,P
3731101744,Y
3731101762,A
3731101762,P
3731101762,Y
3731101771,A
3731101771,P
3731101771,Y
3731101799,A
3731101799,P
3731101799,Y
3731101824,A
3731101824,P
3731101824,Y
3731101833,A
3731101833,P
3731101833,Y
3731101842,A
3731101842,P
3731101842,Y
3731101851,A
3731101851,P
3731101851,Y
3731101860,A
3731101860,P
3731101860,Y
3731101879,A
3731101879,P
3731101879,Y
3731101888,A
3731101888,P
3731101888,Y
3731110038,A
3731110038,P
3731110038,Y
3731110047,A
3731110047,P
3731110065,A
3731110065,P
3731110163,A
3731110163,P
3731110163,Y
3731110172,A
3731110172,P
3731110207,A
3731110207,P
3731110207,Y
3731110216,A
3731110216,P
3731110289,A
3731110289,P
3731110289,Y
3731110341,A
3731110341,P
3731110430,A
3731110430,P
3731110467,A
3731110467,P
3731110547,A
3731110547,P
3731110547,Y
3731110583,A
3731110583,P
3731110583,Y
3731110618,A
3731110618,P
3731111679,A
3731111679,P
3731111731,A
3731111731,P
3731111759,A
3731111759,P
3731111777,A
3731111777,P
3731111777,Y
3731111795,A
3731111795,P
3731111802,A
3731111802,P
3731111802,Y
3731111839,A
3731111839,P
3731111857,A
3731111857,P
3731111866,A
3731111866,P
3731111866,Y
3731111884,A
3731111884,P
3731111884,Y
3731111893,A
3731111893,P
3731111893,Y
3731111919,A
3731111919,P
3731111919,Y
3731111928,A
3731111928,P
3731111937,A
3731111937,P
3731111937,Y
3731111946,A
3731111946,P
3731111946,Y
3731111964,A
3731111964,P
3731111964,Y
3731111973,A
3731111973,P
3731111973,Y
3731111991,A
3731111991,P
3731111991,Y
3731112005,A
3731112005,P
3731112005,Y
3731112014,A
3731112014,P
3731112014,Y
3731112032,A
3731112032,P
3731112032,Y
3731112041,A
3731112041,P
3731112041,Y
3731112050,A
3731112050,P
3731112050,Y
3731112078,A
3731112078,P
3731112078,Y
3731112096,A
3731112096,P
3731112096,Y
3731112103,A
3731112103,P
3731112103,Y
3731112112,A
3731112112,P
3731112112,Y
3731112130,A
3731112130,P
3731112149,A
3731112149,P
3731112149,Y
3731112158,A
3731112158,P
3731120016,A
3731120016,P
3731120016,Y
3731120061,A
3731120061,P
3731120070,A
3731120070,P
3731120089,A
3731120089,P
3731120123,A
3731120123,P
3731120123,Y
3731120132,A
3731120132,P
3731120132,Y
3731130012,A
3731130012,P
3731130012,Y
3731130021,A
3731130021,P
3731130058,A
3731130058,P
3731130110,A
3731130110,P
3731130110,Y
3731130138,A
3731130138,P
3731130183,A
3731130183,P
3731130236,A
3731130236,P
3731130236,Y
3731130245,A
3731130245,P
3731130254,A
3731130254,P
3731130272,A
3731130272,P
3731130272,Y
3731130316,A
3731130316,P
3731130316,Y
3731130334,A
3731130334,P
3731130487,A
3731130487,P
3731130512,A
3731130512,P
3731130521,A
3731130521,P
3731130567,A
3731130567,P
3731130567,Y
3731130629,A
3731130629,P
3731130665,A
3731130665,P
3731130665,Y
3731130683,A
3731130683,P
3731130692,A
3731130692,P
3731130692,Y
3731130718,A
3731130718,P
3731130736,A
3731130736,P
3731130763,A
3731130763,P
3731130763,Y
3731130772,A
3731130772,P
3731130790,A
3731130790,P
3731130790,Y
3731131813,A
3731131813,P
3731131813,Y
3731131859,A
3731131859,P
3731131868,A
3731131868,P
3731131877,A
3731131877,P
3731131877,Y
3731131886,A
3731131886,P
3731131886,Y
3731131895,A
3731131895,P
3731131902,A
3731131902,P
3731131902,Y
3731131920,A
3731131920,P
3731131993,A
3731131993,P
3731131993,Y
3731132007,A
3731132007,P
3731132016,A
3731132016,P
3731132025,A
3731132025,P
3731132025,Y
3731132043,A
3731132043,P
3731132098,A
3731132098,P
3731132123,Y
3731132178,A
3731132178,P
3731132178,Y
3731132196,A
3731132196,P
3731132196,Y
3731132249,A
3731132249,P
3731132249,Y
3731132267,A
3731132267,P
3731132267,Y
3731132294,A
3731132294,P
3731132294,Y
3731132301,A
3731132301,P
3731132301,Y
3731132347,A
3731132347,P
3731132347,Y
3731132374,A
3731132374,P
3731132374,Y
3731132383,A
3731132383,P
3731132383,Y
3731132392,A
3731132392,P
3731132392,Y
3731132409,A
3731132409,P
3731132409,Y
3731132418,A
3731132418,P
3731132418,Y
3731132427,A
3731132427,P
3731132427,Y
3731132436,A
3731132436,P
3731132436,Y
3731132445,A
3731132445,P
3731132445,Y
3731132463,A
3731132463,P
3731132463,Y
3731132472,A
3731132472,P
3731132472,Y
3731132490,A
3731132490,P
3731132490,Y
3731132507,A
3731132507,P
3731132516,A
3731132516,P
3731132516,Y
3731132525,A
3731132525,P
3731132525,Y
3731132534,A
3731132534,P
3731132534,Y
3731132543,A
3731132543,P
3731132543,Y
3731132552,A
3731132552,P
3731132552,Y
3731132561,A
3731132561,P
3731132561,Y
3731132570,A
3731132570,P
3731132570,Y
3731140018,A
3731140018,P
3731140027,A
3731140027,P
3731140054,A
3731140054,P
3731140072,A
3731140072,P
3731140090,A
3731140090,P
3731140125,A
3731140125,P
3731140161,A
3731140161,P
3731140189,A
3731140189,P
3731140198,A
3731140198,P
3731140223,A
3731140223,P
3731140223,Y
3731140269,A
3731140269,P
3731140278,A
3731140278,P
3731140321,A
3731140321,P
3731140385,A
3731140385,P
3731140394,A
3731140394,P
3731140394,Y
3731140447,A
3731140447,P
3731140483,A
3731140483,P
3731140483,Y
3731140492,A
3731140492,P
3731140527,A
3731140527,P
3731141622,A
3731141622,P
3731141640,A
3731141640,P
3731141784,A
3731141784,P
3731141793,A
3731141793,P
3731141800,A
3731141800,P
3731141800,Y
3731141846,A
3731141846,P
3731141864,A
3731141864,P
3731141864,Y
3731141873,A
3731141882,A
3731141891,A
3731141891,P
3731141891,Y
3731141908,A
3731141908,P
3731141926,A
3731141926,P
3731141953,A
3731141953,P
3731141953,Y
3731142021,A
3731142021,P
3731142058,A
3731142058,P
3731142058,Y
3731142067,A
3731142067,P
3731142085,A
3731142085,P
3731142085,Y
3731142094,A
3731142094,P
3731142094,Y
3731142110,A
3731142110,P
3731142110,Y
3731142129,A
3731142129,P
3731142129,Y
3731142138,A
3731142138,P
3731142138,Y
3731142147,A
3731142147,P
3731142147,Y
3731142165,A
3731142165,P
3731142165,Y
3731142183,A
3731142183,P
3731142183,Y
3731142192,A
3731142192,P
3731142192,Y
3731142209,A
3731142209,P
3731142209,Y
3731142218,A
3731142218,P
3731142218,Y
3731142236,A
3731142236,P
3731142236,Y
3731142245,A
3731142245,P
3731142245,Y
3731142272,A
3731142272,P
3731142272,Y
3731142281,A
3731142281,P
3731142316,A
3731142316,P
3731142325,A
3731142325,P
3731142325,Y
3731142343,A
3731142343,P
3731142343,Y
3731142352,A
3731142352,P
3731142352,Y
3731142361,A
3731142361,P
3731142361,Y
3731142389,A
3731142389,P
3731142389,Y
3731142398,A
3731142398,P
3731142398,Y
3731142405,A
3731142405,P
3731142405,Y
3731142414,A
3731142414,P
3731142414,Y
3731150096,A
3731150096,P
3731150238,A
3731150238,P
3731150238,Y
3731150256,A
3731150256,P
3731150256,Y
3731150265,A
3731150265,P
3731150265,Y
3731151299,A
3731151299,P
3731151351,A
3731151351,P
3731151351,Y
3731151360,A
3731151360,P
3731151360,Y
3731151404,Y
3731151486,A
3731151486,P
3731151486,Y
3731151511,A
3731151511,P
3731151511,Y
3731151566,A
3731151566,P
3731151566,Y
3731151575,A
3731151575,P
3731151575,Y
3731151584,A
3731151584,P
3731151584,Y
3731151593,A
3731151593,P
3731151593,Y
3731151600,A
3731151600,P
3731151600,Y
3731151619,A
3731151619,P
3731151619,Y
3731151628,A
3731151628,P
3731151628,Y
3731160047,A
3731160047,P
3731160056,A
3731160056,P
3731160065,A
3731160065,P
3731160092,A
3731160092,P
3731160154,A
3731160154,P
3731160163,A
3731160163,P
3731160163,Y
3731161188,A
3731161188,P
3731161188,Y
3731161197,A
3731161197,P
3731161204,A
3731161204,P
3731161204,Y
3731161213,A
3731161213,P
3731161231,A
3731161231,P
3731161259,A
3731161259,P
3731161259,Y
3731161268,A
3731161268,P
3731161268,Y
3731161277,A
3731161277,P
3731161277,Y
3731161286,A
3731161286,P
3731161286,Y
3731161295,A
3731161295,P
3731161295,Y
3731161302,A
3731161302,P
3731161302,Y
3731161311,A
3731161311,P
3731161311,Y
3731161320,A
3731161320,P
3731161320,Y
3731161339,A
3731161339,P
3731161339,Y
3731170034,A
3731170034,P
3731170043,A
3731170043,P
3731170052,A
3731170052,P
3731170052,Y
3731170061,A
3731170061,P
3731171102,A
3731171102,P
3731171139,A
3731171139,P
3731171148,A
3731171148,P
3731171166,A
3731171166,P
3731171166,Y
3731171200,A
3731171200,P
3731171219,A
3731171219,P
3731171228,A
3731171228,P
3731171237,A
3731171237,P
3731171237,Y
3731171246,A
3731171246,P
3731171273,A
3731171273,P
3731171282,A
3731171282,P
3731171282,Y
3731171291,A
3731171291,P
3731171291,Y
3731171308,A
3731171308,P
3731171308,Y
3731171326,A
3731171326,P
3731171326,Y
3731171344,A
3731171344,P
3731171344,Y
3731171371,A
3731171371,P
3731171371,Y
3731171380,A
3731171380,P
3731171380,Y
3731171399,A
3731171399,P
3731171399,Y
3731171415,A
3731171415,P
3731171415,Y
3731171424,A
3731171424,P
3731171424,Y
3731171442,A
3731171442,P
3731171442,Y
3731171451,A
3731171451,P
3731171460,A
3731171460,P
3731171460,Y
3731171479,A
3731171479,Y
3731171488,A
3731171488,P
3731171488,Y
3731171497,A
3731171497,P
3731171497,Y
3731171531,A
3731171531,P
3731171531,Y
3731171540,A
3731171540,P
3731171540,Y
3731171559,A
3731171559,P
3731171559,Y
3731171568,A
3731171568,P
3731171568,Y
3731171586,A
3731171586,P
3731171586,Y
3731180012,A
3731180012,P
3731180012,Y
3731180030,A
3731180030,P
3731180058,A
3731180058,P
3731181082,A
3731181082,P
3731181082,Y
3731181091,A
3731181091,P
3731181091,Y
3731190527,A
3731190527,P
3731210015,A
3731210015,P
3731210033,A
3731210033,P
3731210060,A
3731210060,P
3731210060,Y
3731230026,A
3731230026,P
3731230026,Y
3731231069,A
3731231069,P
3731231096,A
3731231096,P
3731231096,Y
3731231103,A
3731231103,P
3731231103,Y
3731231112,A
3731231112,P
3731231112,Y
3731231121,A
3731231121,P
3731231121,Y
3731250019,A
3731250019,P
3731270011,A
3731270011,P
3731270066,A
3731270066,P
3731270066,Y
3732010055,A
3732010055,P
3732010073,A
3732010073,P
3732010073,Y
3732010082,A
3732010082,P
3732010180,A
3732010180,P
3732010180,Y
3732010199,A
3732010199,P
3732010233,A
3732010233,P
3732010233,Y
3732010242,A
3732010242,P
3732010279,A
3732010279,P
3732010279,Y
3732010288,A
3732010288,P
3732010297,A
3732010297,P
3732010297,Y
3732010322,A
3732010322,P
3732010322,Y
3732010331,A
3732010331,P
3732010331,Y
3732010340,A
3732010340,P
3732010340,Y
3732010368,A
3732010368,P
3732010368,Y
3732010377,A
3732010377,P
3732010395,A
3732010395,P
3732010420,A
3732010420,P
3732010420,Y
3732010466,A
3732010466,P
3732010500,A
3732010500,P
3732010519,A
3732010519,P
3732010519,Y
3732010626,A
3732010626,P
3732010635,A
3732010635,P
3732010644,A
3732010644,P
3732010644,Y
3732010653,A
3732010653,P
3732010653,Y
3732010699,A
3732010699,P
3732010706,A
3732010706,P
3732010706,Y
3732010724,A
3732010724,P
3732010724,Y
3732010733,A
3732010733,P
3732010733,Y
3732010779,A
3732010779,P
3732010779,Y
3732010797,A
3732010797,P
3732010797,Y
3732010804,A
3732010804,P
3732010804,Y
3732010813,A
3732010813,P
3732010813,Y
3732010840,A
3732010840,P
3732010840,Y
3732010868,A
3732010868,P
3732010868,Y
3732010886,A
3732010886,P
3732010886,Y
3732010895,A
3732010895,P
3732010895,Y
3732010902,A
3732010902,P
3732010975,A
3732010975,P
3732010993,A
3732010993,P
3732011016,A
3732011016,P
3732011016,Y
3732011025,A
3732011025,P
3732011025,Y
3732011034,A
3732011034,P
3732011052,A
3732011052,P
3732011070,A
3732011070,P
3732011070,Y
3732011105,A
3732011105,P
3732011105,Y
3732011123,A
3732011123,P
3732011123,Y
3732011141,A
3732011141,P
3732011141,Y
3732011169,A
3732011169,Y
3732011221,A
3732011221,P
3732011221,Y
3732011267,A
3732011267,P
3732011267,Y
3732011285,A
3732011285,P
3732011285,Y
3732011294,A
3732011294,P
3732011294,Y
3732011310,A
3732011310,P
3732011310,Y
3732011329,A
3732011329,P
3732011329,Y
3732011338,A
3732011338,P
3732011338,Y
3732011347,A
3732011347,P
3732011356,A
3732011356,P
3732011356,Y
3732011383,A
3732011383,P
3732011418,A
3732011418,P
3732011418,Y
3732011427,A
3732011427,P
3732011445,A
3732011445,P
3732012460,A
3732012460,P
3732012460,Y
3732012479,A
3732012479,P
3732012540,A
3732012540,P
3732012540,Y
3732012568,A
3732012568,P
3732012568,Y
3732012595,A
3732012595,P
3732012595,Y
3732012611,A
3732012611,P
3732012639,A
3732012639,P
3732012639,Y
3732012648,A
3732012648,P
3732012648,Y
3732012700,A
3732012700,P
3732012700,Y
3732012746,A
3732012746,P
3732012746,Y
3732012755,A
3732012755,P
3732012764,Y
3732012782,A
3732012782,P
3732012791,A
3732012791,P
3732012791,Y
3732012808,A
3732012808,P
3732012808,Y
3732012817,A
3732012817,P
3732012817,Y
3732012826,A
3732012826,P
3732012826,Y
3732012835,A
3732012835,P
3732012835,Y
3732012924,A
3732012924,P
3732012924,Y
3732012942,A
3732012942,P
3732012997,A
3732012997,Y
3732013001,A
3732013038,A
3732013038,Y
3732013056,A
3732013056,Y
3732013065,A
3732013065,Y
3732013074,A
3732013074,Y
3732013083,A
3732013083,Y
3732013109,A
3732013109,Y
3732013118,A
3732013145,A
3732013145,Y
3732013154,A
3732013154,Y
3732013172,Y
3732013181,A
3732013181,P
3732013207,A
3732013207,P
3732013207,Y
3732013225,A
3732013225,Y
3732013243,Y
3732013252,Y
3732013261,A
3732013261,Y
3732013270,A
3732013270,P
3732013289,A
3732013289,P
3732013289,Y
3732013298,A
3732013298,P
3732013369,Y
3732013403,A
3732013412,A
3732013421,A
3732013421,Y
3732013458,A
3732013458,Y
3732013467,A
3732013467,P
3732013476,A
3732013494,A
3732013494,Y
3732013529,A
3732013529,Y
3732013547,A
3732013547,P
3732013547,Y
3732013565,A
3732013565,P
3732013574,A
3732013574,P
3732013574,Y
3732013583,A
3732013583,P
3732013592,A
3732013592,Y
3732013618,A
3732013618,P
3732013618,Y
3732013645,A
3732013654,A
3732013654,P
3732013663,A
3732013663,P
3732013681,A
3732013707,A
3732013707,P
3732013725,A
3732013725,Y
3732013743,A
3732013743,P
3732013743,Y
3732013752,A
3732013752,P
3732013752,Y
3732013761,A
3732013761,P
3732013761,Y
3732013770,A
3732013770,P
3732013770,Y
3732013789,A
3732013789,P
3732013805,A
3732013832,A
